Date,Predicted Price,Original Price,21 SMA,RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,Score,Signal
1/13/2020,422.09515,419.8734,434.4588429,46.38691763,453.8703245,433.928685,413.9870455,1.769378161,5.838949935,0,-1
1/14/2020,420.8035,417.0286,433.123919,44.51430331,453.1994357,432.564625,411.9298143,0.8389257,4.838945088,1,-1
1/15/2020,421.184,419.4877,431.9419143,46.52395699,448.3870377,430.635945,412.8848523,0.296545844,3.930465239,1,1
1/16/2020,422.32172,424.3094,430.334681,50.32324387,444.9828781,429.36591,413.7489419,0.252861958,3.194944583,1,1
1/17/2020,420.73965,418.5716,428.8518952,46.12374658,442.9240198,428.10745,413.2908802,-0.241961165,2.507563434,0,-1
1/20/2020,418.957,410.6543,427.2763476,41.03511811,443.0137701,426.840305,410.6668399,-1.258465194,1.754357708,-1,-1
1/21/2020,413.80615,405.6301,425.8302952,38.15813195,443.6559717,425.414525,407.1730783,-2.441320885,0.915221989,-1,-1
1/22/2020,410.07822,403.9136,424.3906714,37.19857672,443.9234557,423.90292,403.8823843,-3.477167128,0.036744166,1,-1
1/23/2020,411.51575,400.3456,422.7811429,35.21617883,443.4447205,422.0268,400.6088795,-4.533728519,-0.877350371,1,-1
1/24/2020,408.15222,399.6705,420.9622143,34.8378721,443.3259352,420.38742,397.4489048,-5.363706492,-1.774621595,1,-1
1/27/2020,400.80685,398.7544,419.3572762,34.29941878,442.4780089,418.617375,394.7567411,-6.025928477,-2.624882971,1,-1
1/28/2020,398.6184,397.2886,417.601719,33.4096346,441.8218572,416.939425,392.0569928,-6.59302173,-3.418510723,1,-1
1/29/2020,397.732,395.3792,415.9127476,32.23648737,440.309265,415.01412,389.718975,-7.114508219,-4.157710222,0,-1
1/30/2020,396.22525,395.3792,414.0791238,32.23648737,436.4696457,412.741655,389.0136643,-7.442003238,-4.814568825,1,0
1/31/2020,397.58148,395.7071,411.9304857,32.70710035,432.9727794,410.71992,388.4670606,-7.587621236,-5.369179307,0,0
2/3/2020,398.60355,373.7201,408.9580238,21.78284516,434.9979799,408.259405,381.5208301,-9.369189511,-6.169181348,1,-1
2/4/2020,386.30798,382.3606,407.0261286,31.46984102,434.0535418,406.15184,378.2501382,-9.968963065,-6.929137691,0,1
2/5/2020,381.46173,382.3606,405.0189238,31.46984102,433.2326753,404.268,375.3033247,-10.3252647,-7.608363094,0,0
2/6/2020,382.04065,381.4252,403.1802476,30.98799483,431.8518238,402.300265,372.7487062,-10.56137038,-8.198964551,0,0
2/7/2020,383.01273,365.0893,400.5283143,24.05959949,431.2834317,399.347455,367.4114783,-11.92914468,-8.945000576,-1,-1
2/10/2020,378.41382,356.8346,397.3230333,21.44980963,431.6549762,396.195515,360.7360538,-13.52331264,-9.860662988,0,-1
2/11/2020,372.38055,358.7343,394.4116476,23.50622874,430.9272629,393.2808,355.6343371,-14.46664978,-10.78186035,0,1
2/12/2020,360.81708,373.0355,392.3167381,36.89905901,427.5681916,390.95819,354.3481884,-13.90003302,-11.40549488,0,1
2/13/2020,363.84274,367.7798,389.8544571,34.50790445,422.67622,388.13171,353.5872,-13.71695569,-11.86778704,1,-1
2/14/2020,366.09244,367.7798,387.1625714,34.50790445,418.2271896,385.59212,352.9570504,-13.41720045,-12.17766973,1,0
2/17/2020,365.8326,376.0924,385.1397524,41.46579747,414.6134784,383.864025,353.1145716,-12.36633353,-12.21540249,-1,1
2/18/2020,369.9953,371.2707,383.2643429,38.88519489,411.6534975,382.146055,352.6386125,-11.7867149,-12.12966497,0,-1
2/19/2020,373.9756,371.2707,381.628181,38.88519489,408.6016838,380.51391,352.4261362,-11.1982762,-11.94338721,0,0
2/20/2020,371.4499,373.1898,380.1651429,40.59184295,405.8697494,379.15612,352.4424906,-10.45654245,-11.64601826,0,1
2/21/2020,371.49545,366.5262,378.5546952,36.75391239,403.0012101,377.498905,351.9965999,-10.28781837,-11.37437828,0,-1
2/24/2020,368.49963,364.7614,376.8923571,35.78880249,399.901162,375.799255,351.697348,-10.17916881,-11.13533639,1,-1
2/25/2020,366.29385,361.6273,375.1244,34.07743931,396.7317157,374.01619,351.3006643,-10.22805626,-10.95388036,1,-1
2/26/2020,367.4608,361.6177,373.4257857,34.07206483,393.4009789,372.328115,351.2552511,-10.15056517,-10.79321732,0,0
2/27/2020,366.45325,356.8056,371.5889476,31.39886385,389.6635352,370.399435,351.1353348,-10.35804804,-10.70618347,0,-1
2/28/2020,359.69153,356.7092,369.747519,31.34580722,384.7371463,368.44954,352.1619337,-10.41025544,-10.64699786,0,0
3/2/2020,357.25787,381.3191,369.0623762,53.12304005,385.9256306,368.82949,351.7333494,-8.369340373,-10.19146636,-1,1
3/3/2020,370.34296,380.268,369.374181,52.35912185,385.5112816,368.72486,351.9384384,-6.75880418,-9.504933926,1,0
3/4/2020,385.89993,380.268,369.2745333,52.35912185,385.0884508,368.62023,352.1520092,-5.419964665,-8.687940074,0,0
3/5/2020,374.5199,374.9063,368.9195667,48.25400835,383.9750636,368.294285,352.6135064,-4.736964308,-7.89774492,0,-1
3/6/2020,378.95563,373.0933,368.5228095,46.91457659,384.4360828,368.694485,352.9528872,-4.29249435,-7.176694806,1,-1
3/9/2020,375.20105,375.3595,369.0118667,48.82669923,384.6247059,369.62073,354.6167541,-3.714566099,-6.484269065,-1,1
3/10/2020,374.11182,373.6816,369.8141048,47.46352011,384.5976536,370.368095,356.1385364,-3.353291646,-5.858073581,1,-1
3/11/2020,373.68164,385.7358,371.0998905,56.79563695,386.7090841,371.00311,355.2971359,-2.070439106,-5.100546686,1,1
